shares,category,weekday,num_videos,num_imgs,num_keywords,n_tokens_title,n_tokens_content,kwshares_avg
1200,socialmedia,tuesday,1,1,7,9,1066,2346.2393
1100,entertainment,tuesday,1,0,10,9,137,2647.0256
3900,world,tuesday,0,0,7,13,0,2563.9951
896,business,tuesday,0,1,10,8,515,2330.4802
660,entertainment,tuesday,0,1,5,8,277,2919.1809
735,business,tuesday,0,1,4,11,908,2506.6736
5900,world,tuesday,0,16,6,9,338,6835.5664
531,tech,tuesday,0,6,7,8,1091,2189.0625
1400,tech,tuesday,0,0,7,10,257,3539.4849
598,entertainment,tuesday,0,1,5,7,283,2599.4744
566,business,tuesday,0,1,7,11,294,2691.4617
1700,tech,tuesday,0,1,8,8,604,3490.1814
732,tech,tuesday,0,1,7,9,423,2059.5059
1100,world,tuesday,1,0,10,11,279,3092.0107
979,entertainment,tuesday,1,1,8,9,673,2871.3896
891,entertainment,tuesday,0,1,9,11,536,3406.5728
889,entertainment,tuesday,6,1,5,12,2428,2669.8274
1000,tech,tuesday,0,23,7,9,574,2189.0625
530,entertainment,tuesday,1,1,8,9,220,2185.8396
1400,business,tuesday,2,0,5,12,263,3221.7544
4900,world,tuesday,0,7,7,10,342,2778.4365
971,tech,tuesday,0,1,6,7,254,3026.1829
5300,world,tuesday,0,0,7,12,242,4650.1392
1000,business,tuesday,1,0,6,8,270,2425.5557
1300,tech,tuesday,0,11,8,8,1822,3530.8555
842,world,tuesday,1,1,9,12,722,2424.5178
507,entertainment,tuesday,0,1,6,7,234,2025.6027
10900,tech,tuesday,0,1,6,12,166,2044.5306
3500,tech,tuesday,1,0,6,9,219,3197.1033
891,tech,tuesday,0,1,7,10,228,3017.8867
664,tech,tuesday,0,1,8,10,332,4176.498
3300,tech,tuesday,0,0,8,13,107,2873.1738
3800,world,wednesday,1,1,10,9,1410,3466.1479
4600,entertainment,wednesday,0,1,6,10,160,4431.0894
697,entertainment,wednesday,0,0,7,15,201,2739.2979
1300,business,wednesday,0,1,10,10,468,2764.0295
644,tech,wednesday,0,8,6,8,467,1798.6807
1100,entertainment,wednesday,0,1,4,12,521,2796.4468
7800,world,wednesday,0,0,6,10,0,4000.6892
725,business,wednesday,0,1,5,8,365,2141.1528
681,entertainment,wednesday,0,1,7,9,214,2990.3564
714,entertainment,wednesday,0,1,7,9,863,1896.9825
976,lifestyle,wednesday,0,1,7,9,784,2933.0344
3400,world,wednesday,1,0,5,10,145,4539.23
531,business,wednesday,0,1,7,9,520,2315.8301
503,entertainment,wednesday,0,1,9,8,493,2564.7026
2400,world,wednesday,0,0,8,8,110,3946.958
879,tech,wednesday,0,1,7,8,285,3679.5117
730,world,wednesday,1,0,5,13,279,2932.2253
3000,world,wednesday,11,11,7,9,320,4430.3184
1200,business,wednesday,0,1,4,13,318,2833.9202
1600,world,wednesday,0,1,8,10,574,2456.4824
25100,socialmedia,wednesday,1,0,8,15,372,2619.5959
645,entertainment,wednesday,1,1,4,9,283,2447.2622
6500,business,wednesday,1,0,7,8,171,2520.8979
726,tech,wednesday,0,1,5,9,77,3125.3696
702,business,wednesday,0,1,5,7,141,2151.3787
477,tech,wednesday,0,1,7,6,158,2630.1333
1800,tech,wednesday,0,1,7,11,287,3163.5662
3700,tech,wednesday,2,14,10,11,1832,2530.998
2700,tech,wednesday,1,1,8,9,245,2405.5476
3300,tech,wednesday,0,14,9,10,1402,2989.2659
679,tech,wednesday,0,1,5,9,248,2606.6443
2200,tech,wednesday,1,0,5,8,720,2883.2126
484,business,wednesday,0,0,8,12,84,2634.5129
6600,tech,wednesday,0,1,6,9,144,2856.6079
519,entertainment,wednesday,0,1,6,8,261,2490.8362
818,tech,wednesday,0,1,6,12,129,2777.0618
4000,socialmedia,wednesday,3,0,2,9,422,3146.6248
1900,socialmedia,wednesday,0,1,1,9,256,3387.9604
3000,socialmedia,wednesday,1,0,8,7,309,2661.2444
785,tech,wednesday,0,15,8,9,556,2413.2993
1900,tech,wednesday,0,6,8,11,352,2546.8604
648,tech,wednesday,0,26,6,9,403,2018.5522
652,business,wednesday,0,0,5,11,791,3792.3062
541,business,wednesday,0,1,6,10,348,3771.5908
1100,world,wednesday,0,1,9,10,798,2517.1267
584,entertainment,wednesday,0,1,5,11,299,2688.3953
369,entertainment,wednesday,0,1,6,11,857,3072.8433
684,entertainment,wednesday,0,1,6,9,461,3142.9214
5200,tech,wednesday,2,11,7,6,717,2454.6267
1200,tech,wednesday,0,1,5,13,143,2387.6582
727,business,wednesday,0,1,5,10,732,2275.4836
15800,entertainment,wednesday,0,1,4,9,225,2654.6377
574,tech,wednesday,0,1,7,11,798,2323.4458
4700,entertainment,wednesday,1,1,7,9,203,1550.6237
1500,lifestyle,wednesday,0,1,9,8,514,3059.1851
834,world,wednesday,0,1,10,9,481,6451.335
528,world,wednesday,0,1,8,8,656,2133.1296
1800,tech,wednesday,1,11,6,10,509,2195.4995
677,business,wednesday,0,1,5,10,219,2116.5186
475,entertainment,wednesday,0,1,6,11,321,1557.597
496,entertainment,wednesday,0,1,9,7,210,3434.3203
712,tech,wednesday,0,14,5,12,562,3420.5652
498,world,wednesday,0,1,4,7,422,2756.657
918,world,wednesday,11,0,9,11,263,2803.77
2100,tech,wednesday,1,0,8,15,808,2563.9788
845,business,wednesday,0,1,8,11,141,1822.2612
11100,world,wednesday,1,1,10,10,1462,3415.1575
686,tech,wednesday,0,0,7,7,234,2412.5005
1400,business,wednesday,6,1,8,9,1122,3992.1023
1000,tech,wednesday,1,0,6,9,206,2432.1477
1900,business,wednesday,0,1,10,7,316,3206.9553
883,entertainment,thursday,1,1,5,10,498,2624.7937
546,business,thursday,0,1,10,9,253,1951.2197
1800,entertainment,thursday,1,1,9,11,796,3165.7241
1200,tech,thursday,0,1,7,10,339,2590.0154
1000,world,thursday,1,0,7,9,102,4160.5781
811,world,thursday,0,9,7,7,222,3161.0569
1600,world,thursday,0,9,10,9,653,2438.3589
1000,entertainment,thursday,0,1,6,12,400,3493.002
8000,business,thursday,0,1,6,10,194,2663.6963
900,lifestyle,thursday,0,1,9,8,414,3727.7991
45400,business,thursday,1,1,9,5,880,5344.4702
563,business,thursday,0,1,10,9,509,2706.6658
528,world,thursday,1,0,5,9,155,3985.9211
4200,socialmedia,thursday,0,22,9,7,1483,2666.3364
1200,tech,thursday,0,8,7,10,742,2996.6772
1300,tech,thursday,0,1,5,15,192,3394.0859
1100,entertainment,thursday,0,1,5,9,186,2499.3904
2800,tech,thursday,0,1,10,10,427,3182.4087
3000,tech,thursday,2,0,7,10,132,3410.1345
1900,tech,thursday,0,1,5,10,243,3382.7891
2800,tech,thursday,1,0,5,10,879,3572.2808
571,tech,thursday,0,0,9,13,94,2692.8721
4300,business,thursday,0,1,8,10,184,3250.418
1500,tech,thursday,0,1,9,9,970,3055.1997
579,entertainment,thursday,1,13,10,11,1000,2539.9788
1100,entertainment,thursday,1,0,4,9,227,2211.957
2300,business,thursday,1,1,5,10,158,2991.6941
745,tech,thursday,0,1,8,12,608,3834.3669
870,entertainment,thursday,1,0,10,11,386,2566.616
995,world,thursday,0,7,7,10,260,2785.1624
3200,world,thursday,0,1,5,10,270,4760.5864
4500,world,thursday,0,1,5,9,299,4760.5864
889,business,thursday,0,1,7,10,298,2660.9092
4700,world,thursday,0,1,6,6,508,2247.1099
1400,tech,thursday,0,0,8,11,203,2348.6765
2300,world,thursday,2,0,9,9,253,4103.438
1100,business,thursday,2,0,7,7,144,3551.5837
1800,world,thursday,0,1,7,7,358,1935.2467
667,world,thursday,0,1,7,10,140,2028.0012
1900,world,thursday,0,0,6,8,86,3672.0918
1200,business,thursday,0,1,8,10,460,3337.6638
2900,world,thursday,0,1,7,12,282,2973.5505
1300,lifestyle,thursday,0,16,10,6,2405,2937.4204
1700,lifestyle,thursday,1,0,10,9,161,3103.1384
1500,business,thursday,0,1,8,14,604,3543.6748
2600,socialmedia,thursday,1,1,8,11,893,2448.7988
1000,tech,thursday,0,0,5,10,259,2194.5129
1100,lifestyle,thursday,0,1,8,11,418,3787.2727
543,entertainment,thursday,0,1,9,11,980,3665.7954
21700,world,thursday,0,1,5,16,171,4259.5957
921,business,thursday,0,1,7,8,639,3080.3901
742,world,thursday,0,0,7,8,132,1843.062
844,lifestyle,thursday,0,0,9,13,234,2984.53
2800,entertainment,thursday,1,1,10,9,83,4234.3447
951,world,thursday,1,1,6,10,526,2548.3101
409,entertainment,thursday,0,1,7,8,631,1771.9426
1200,world,thursday,0,1,6,9,1174,2309.9263
495,world,thursday,0,0,6,7,0,3823.1743
7800,socialmedia,thursday,0,1,5,11,382,3034.188
2300,socialmedia,thursday,0,1,7,8,275,3119.5161
1400,world,friday,0,1,7,13,221,2732.1003
1700,tech,friday,0,1,7,9,332,3565.0452
1200,entertainment,friday,0,1,7,11,190,3795.1775
940,world,friday,0,1,8,11,283,1849.9857
1800,tech,friday,1,0,9,10,633,2247.4417
767,world,friday,1,1,9,11,249,2804.5015
2600,world,friday,0,1,6,9,344,2015.8263
864,business,friday,0,1,5,7,312,2524.5212
1300,world,friday,0,11,9,11,800,1781.9623
1400,socialmedia,friday,0,1,6,6,564,2075.8455
787,business,friday,0,0,10,12,101,2870.1025
2200,business,friday,4,14,6,11,540,3172.4624
1800,tech,friday,0,14,5,11,826,3065.4192
1100,tech,friday,1,0,10,9,187,2668.7156
892,tech,friday,0,1,9,8,151,2771.8486
1300,tech,friday,0,8,9,5,508,2167.6975
2100,tech,friday,0,1,9,9,592,3537.8855
1200,tech,friday,0,0,9,10,220,3007.3633
553,entertainment,friday,0,1,5,12,428,2231.5181
991,socialmedia,friday,0,1,5,10,448,2005.3853
734,world,friday,0,1,8,7,322,2058.6094
23700,lifestyle,friday,1,1,7,8,377,3472.7102
6700,world,friday,0,1,6,9,556,2891.0488
1800,entertainment,friday,0,1,6,12,550,4153.8052
9500,world,friday,11,1,9,9,1246,5143.4434
905,tech,friday,0,1,8,8,691,1976.8605
1400,world,friday,0,1,4,9,431,3338.6145
5300,lifestyle,friday,0,8,9,9,1184,3033.6741
9100,tech,friday,0,1,6,9,276,2105.2832
973,socialmedia,friday,1,0,5,10,115,4702.8599
1200,lifestyle,friday,0,0,8,8,397,2898.634
2900,tech,friday,0,1,6,10,146,2961.0559
14500,entertainment,friday,1,0,5,12,254,4676.4736
1700,tech,friday,0,1,8,8,167,2552.1997
693,world,friday,0,1,7,11,341,2529.6033
1300,business,friday,0,1,8,10,1316,2904.7068
700,business,friday,0,1,6,10,321,2527.1584
794,entertainment,friday,0,1,4,13,427,2144.3364
2200,tech,friday,0,1,6,7,393,2390.9478
1100,business,friday,0,1,6,14,179,2652.8271
812,business,friday,0,0,7,10,137,2742.6133
1700,entertainment,saturday,2,0,10,11,132,3050.6133
1200,world,saturday,0,10,7,7,235,4885.7939
2700,tech,saturday,0,7,8,9,581,2181.6067
1400,socialmedia,saturday,0,1,10,9,573,3071.1331
820,entertainment,saturday,1,31,7,6,594,2245.8711
1500,socialmedia,saturday,0,1,3,9,626,3567.3926
5900,business,saturday,0,1,5,11,1213,3453.0642
1800,tech,saturday,0,1,9,9,480,3145.7729
1100,business,saturday,0,1,7,11,189,3013.0842
1100,business,saturday,0,1,8,8,645,2443.7683
1500,world,saturday,0,0,7,11,97,3589.4741
2900,business,saturday,0,11,7,11,1449,3353.1343
1200,entertainment,saturday,0,1,9,7,621,3570.865
3200,business,saturday,0,1,6,7,570,3758.1433
505,world,saturday,0,0,10,10,316,2988.7175
1500,entertainment,saturday,5,1,10,12,392,2942.6565
4300,world,saturday,1,0,6,12,320,3382.1326
8300,tech,saturday,0,0,4,13,175,3706.2847
3000,tech,saturday,0,11,8,6,803,3465.7419
932,socialmedia,saturday,0,9,5,10,729,4594.4292
1900,world,sunday,11,0,6,10,289,3387.6472
1100,entertainment,sunday,3,0,8,11,312,3075.4993
7600,world,sunday,0,1,6,14,775,4174.7896
732,world,sunday,0,0,10,12,96,3754.9915
27000,world,sunday,0,0,6,6,234,6451.5747
2000,entertainment,sunday,0,16,9,7,1839,3917.0962
867,world,sunday,0,30,10,9,892,3940.8577
2000,world,sunday,0,0,7,9,470,6351.4004
2800,tech,sunday,0,6,7,9,571,2669.3965
2500,business,sunday,0,0,7,7,232,3983.1184
24000,tech,sunday,8,0,7,8,311,3138.2168
4800,world,sunday,0,1,8,9,787,3077.9695
1700,tech,sunday,0,0,3,10,190,3138.7813
1400,tech,sunday,1,0,10,11,383,2394.4131
3900,world,sunday,0,0,9,7,131,5740.0615
702,entertainment,sunday,1,6,9,11,436,2401.5952
2400,world,sunday,0,0,9,9,65,3995.6892
1800,business,sunday,0,1,4,11,931,3322.6287
2400,business,sunday,0,1,10,7,657,2869.6841
1800,tech,sunday,0,0,9,11,139,3645.072
1500,entertainment,sunday,2,0,6,11,211,3345.8325
1300,business,sunday,0,1,4,8,671,3000.7646
626,world,sunday,0,0,6,10,197,3292.1167
1600,tech,sunday,1,1,8,13,1257,2603.0908
1900,tech,sunday,0,0,7,10,365,3536.3684
5100,business,sunday,0,1,5,7,312,2968.8279
2100,socialmedia,sunday,0,1,4,8,103,3329.1565
2200,business,sunday,0,1,8,12,575,3832.6792
832,world,monday,1,0,7,9,522,2320.6472
2700,world,monday,0,1,9,7,503,4056.4609
7400,entertainment,monday,1,0,7,13,152,2679.991
5200,tech,monday,0,26,10,9,1108,2439.5562
826,world,monday,0,1,6,9,329,2624.7917
1100,tech,monday,0,1,6,8,1027,2958.5779
782,entertainment,monday,0,1,6,12,248,2274.6606
752,world,monday,0,1,9,11,467,2214.9417
669,business,monday,0,1,8,11,492,1395.6274
4200,business,monday,0,1,9,9,299,20753.504
675,business,monday,0,1,8,6,243,1751.1805
894,world,monday,1,1,8,10,550,2649.5098
6400,tech,monday,0,1,8,11,910,2520.1096
1600,world,monday,0,16,6,8,448,4773.3965
732,business,monday,0,1,10,7,790,1682.3439
1900,entertainment,monday,1,1,9,14,408,5158.6406
2100,world,monday,0,1,8,11,550,2436.8342
698,business,monday,0,1,7,8,1079,2944.334
646,business,monday,0,0,5,12,802,2652.645
7400,business,monday,0,1,10,11,1076,2718.3137
4300,entertainment,monday,2,0,7,13,205,2142.9519
625,entertainment,monday,0,1,4,13,443,2629.2024
776,world,monday,0,1,6,7,97,1710.6501
3700,socialmedia,monday,0,1,8,10,429,2798.6897
993,entertainment,monday,1,0,7,10,128,2250.2261
975,business,monday,0,1,7,5,577,2120.03
1800,tech,monday,0,1,5,17,223,2389.8123
2000,business,monday,0,1,7,6,201,2003.1013
1800,business,monday,0,1,6,8,685,3779.8884
5200,business,monday,0,1,9,8,1014,3439.5078
612,entertainment,monday,0,1,7,11,496,2254.4946
656,world,monday,0,1,8,8,642,2591.0095
1100,business,monday,0,1,5,8,164,2820.9331
1700,entertainment,monday,1,0,7,13,396,5559.5576
1000,tech,monday,0,1,8,10,136,2037.6761
7000,entertainment,monday,1,1,9,11,206,3804.8975
998,entertainment,monday,1,1,7,9,294,2176.5376
1400,business,monday,0,1,7,8,988,2772.2483
2300,world,monday,0,1,7,10,153,1742.5001
11700,world,monday,0,1,10,9,672,2952.6951
4100,business,monday,0,1,7,8,390,2874.8457
1400,business,monday,0,1,7,9,695,2189.8735
371,entertainment,monday,0,1,6,8,369,2710.9434
2700,world,monday,4,0,8,9,117,2233.3767
2100,entertainment,monday,0,1,6,9,1274,4604.8867
538,entertainment,monday,2,1,5,9,208,2821.4705
1600,business,monday,0,1,5,9,273,3264.5928
813,world,monday,21,0,5,9,326,4768.9424
648,entertainment,monday,0,1,7,10,484,1682.1602
771,entertainment,monday,0,0,7,10,170,4047.51
506,world,monday,0,11,8,8,316,4079.3455
1500,business,monday,0,0,6,11,127,2801.9917
2000,business,monday,0,1,10,8,918,2686.8921
683,business,monday,0,1,8,10,185,2696.9097
4600,business,monday,0,1,5,10,442,2557.9263
716,business,monday,0,1,7,10,350,2824.6912
683,business,monday,0,1,8,12,603,3427.054
923,world,monday,0,0,10,10,0,3326.9539
9500,tech,monday,0,1,5,13,169,3807.0156
1000,business,tuesday,0,1,6,11,594,3234.1895
1700,lifestyle,tuesday,0,1,7,10,209,3684.1104
976,world,tuesday,1,1,8,11,488,2092.2581
895,business,tuesday,1,1,7,7,537,2212.6296
410,entertainment,tuesday,0,1,7,9,1424,3146.7625
2200,tech,tuesday,0,1,10,9,579,2347.4568
1900,business,tuesday,0,1,7,13,259,2203.9282
23900,lifestyle,tuesday,0,1,10,8,599,2499.0288
4600,entertainment,tuesday,0,1,3,12,410,2849.3657
1600,world,tuesday,2,0,7,11,244,3374.4543
999,world,tuesday,10,1,10,6,269,4023.7905
4600,socialmedia,tuesday,0,1,7,11,1052,1622.9956
6500,world,tuesday,2,1,10,11,1161,3031.1575
775,business,tuesday,0,1,6,6,263,3165.9692
4600,socialmedia,tuesday,0,1,5,10,155,2837.3279
567,tech,tuesday,0,0,6,12,109,2486.0325
1500,tech,tuesday,0,1,8,10,424,3399.094
1000,business,tuesday,0,1,7,13,327,2406.7681
1100,business,tuesday,0,1,6,8,187,1932.2087
1500,world,tuesday,12,0,4,14,355,3707.6648
3000,world,tuesday,1,1,5,10,284,3143.3875
1100,entertainment,tuesday,0,1,8,8,98,1987.475
1700,tech,tuesday,0,1,8,10,695,1988.3853
2300,world,tuesday,0,16,7,9,984,2800.3142
954,world,tuesday,0,1,7,11,755,2164.5488
12000,entertainment,tuesday,2,35,9,8,1148,2783.7207
939,world,tuesday,1,1,10,10,87,2496.7937
744,entertainment,tuesday,1,1,6,14,90,2885.3621
2300,lifestyle,tuesday,0,1,10,10,583,2826.6663
650,business,tuesday,0,1,7,7,527,2868.4497
1700,lifestyle,tuesday,1,0,7,9,156,2562.8855
1600,socialmedia,tuesday,0,1,6,11,568,2486.2119
2200,world,tuesday,0,0,7,7,100,4167.8936
751,tech,tuesday,0,1,10,9,637,2136.7732
1700,entertainment,tuesday,1,1,7,9,367,2436.613
710,entertainment,tuesday,1,31,9,12,1099,1501.8774
1000,lifestyle,tuesday,1,1,7,9,376,2579.9729
1300,world,tuesday,0,0,9,9,331,2101.4465
1200,business,tuesday,0,1,5,11,340,3088.6997
436,world,tuesday,0,0,6,9,204,2517.1638
41200,world,tuesday,0,0,7,10,157,3375.7471
539,world,tuesday,0,0,8,8,195,3538.5803
966,world,tuesday,1,0,7,8,102,2397.7776
1300,socialmedia,tuesday,1,1,6,8,1070,6425.4771
639,entertainment,tuesday,0,1,4,10,456,2854.29
1500,socialmedia,tuesday,0,1,5,11,600,2913.6675
823,tech,tuesday,1,0,6,10,147,2276.7625
3200,entertainment,tuesday,2,0,5,13,202,2476.7271
6000,world,tuesday,0,0,7,11,213,3302.5789
670,world,tuesday,0,1,7,9,645,2501.5732
1400,tech,tuesday,0,9,9,11,1146,2150.5847
575,world,tuesday,0,1,7,11,206,3055.8296
12000,socialmedia,tuesday,11,1,8,10,2169,2438.0942
1200,world,tuesday,16,0,8,12,888,2913.3838
2000,business,tuesday,0,1,8,6,836,2031.3699
618,entertainment,tuesday,1,1,8,8,184,2370.373
1100,entertainment,tuesday,0,1,6,10,305,2937.8821
5000,tech,tuesday,0,16,9,11,1099,1999.5139
2000,entertainment,tuesday,0,1,7,10,295,1864.5316
3000,entertainment,tuesday,0,16,9,10,2365,2612.5059
2400,tech,tuesday,0,16,10,9,889,1813.1665
2400,entertainment,tuesday,0,16,7,6,772,2851.5769
3000,entertainment,tuesday,0,16,6,8,1388,2403.679
405,entertainment,tuesday,0,1,6,12,187,2460.1731
97200,world,wednesday,1,0,6,10,132,2581.45
629,entertainment,wednesday,1,1,7,14,296,3407.6245
1500,business,wednesday,1,1,5,8,1423,2573.4885
605,world,wednesday,1,1,7,7,777,2554.5398
887,business,wednesday,0,1,8,7,261,2130.407
692,world,wednesday,1,0,7,9,300,3018.6851
1200,world,wednesday,0,1,10,7,212,2543.925
6200,world,wednesday,1,9,8,8,197,3628.6836
929,business,wednesday,0,1,6,11,326,3161.8665
449,world,wednesday,1,1,7,7,612,2554.5398
453,world,wednesday,1,1,7,10,613,2554.5398
2500,lifestyle,wednesday,0,1,7,8,517,2715.0828
1000,entertainment,wednesday,1,0,6,12,152,2004.5244
16700,world,wednesday,0,10,8,8,398,4277.0679
2000,business,wednesday,0,1,7,9,272,3579.7864
7200,tech,wednesday,0,10,7,9,1521,2163.0967
1200,tech,wednesday,0,1,8,9,1305,3316.6528
757,tech,wednesday,0,1,10,8,486,2593.5645
800,world,wednesday,0,0,6,9,0,4407.8657
873,world,wednesday,1,21,10,11,927,2176.4939
623,business,wednesday,0,1,5,8,359,3535.9275
3100,tech,wednesday,2,0,10,9,137,4202.2739
2600,socialmedia,wednesday,0,1,6,8,169,2698.9355
879,tech,wednesday,0,0,10,8,190,3022.4028
757,business,wednesday,0,1,4,9,258,2214.0193
1000,tech,wednesday,0,0,8,10,238,2395.7234
586,world,wednesday,1,1,9,7,535,2314.7695
8000,tech,wednesday,0,27,10,7,1308,2957.9497
391,world,wednesday,1,1,7,7,555,2554.5398
738,tech,wednesday,0,1,10,10,301,2116.2327
8900,business,wednesday,0,1,4,10,142,4157.0103
698,business,wednesday,0,0,6,12,690,2502.3096
296,world,wednesday,1,1,7,11,424,2554.5398
773,world,wednesday,1,0,5,10,120,3865.6304
746,world,wednesday,0,1,7,8,137,2925.543
7100,business,wednesday,1,1,7,9,1249,2653.0337
9000,entertainment,wednesday,1,0,8,12,146,3883.5518
417,world,wednesday,1,1,7,7,452,2554.5398
731,world,wednesday,1,1,6,10,501,2352.7266
563,tech,wednesday,0,0,9,12,104,2673.9241
437,world,wednesday,1,1,7,9,630,2264.9255
797,world,wednesday,0,1,8,11,824,2738.7153
1100,tech,wednesday,0,0,6,10,96,2708.7566
3600,tech,wednesday,0,1,8,10,248,2160.0476
3100,entertainment,wednesday,0,1,4,10,408,2687.3887
21000,business,wednesday,1,0,9,8,117,2948.9448
907,tech,wednesday,0,1,5,8,532,3058.8696
1600,tech,wednesday,0,1,9,10,792,3184.4993
1400,tech,wednesday,0,1,8,12,401,3047.7942
112,world,wednesday,1,33,9,9,983,2127.8867
398,world,wednesday,1,1,7,9,384,2554.5398
561,business,wednesday,0,1,6,14,196,2399.6089
3000,business,wednesday,0,1,5,10,169,2702.7241
8000,tech,wednesday,1,1,5,11,629,2286.0061
2900,tech,wednesday,1,1,7,6,77,3029.71
2000,lifestyle,wednesday,0,22,7,10,1494,3597.8591
3300,socialmedia,wednesday,0,1,6,10,735,4033.1565
1200,world,wednesday,0,1,8,10,517,2225.083
467,world,wednesday,1,0,8,10,143,1797.2168
3100,world,wednesday,1,1,7,12,739,2554.5398
6800,tech,wednesday,0,1,7,10,420,2565.4189
2600,socialmedia,wednesday,0,0,8,10,300,2114.0728
20200,tech,wednesday,0,1,5,9,276,3110.2517
5500,socialmedia,wednesday,1,14,6,6,1321,2580.085
549,entertainment,wednesday,0,1,4,11,599,3258.5059
1700,business,wednesday,0,1,8,9,257,3416.1665
6800,socialmedia,wednesday,0,15,5,9,1011,3482.1223
2900,tech,wednesday,0,0,6,7,202,2778.3779
2000,entertainment,wednesday,1,16,6,13,1832,2627.2241
954,entertainment,wednesday,0,16,7,10,1272,2825.9392
1000,entertainment,wednesday,0,1,10,9,259,2528.7698
701,entertainment,wednesday,0,1,7,10,599,2439.1763
3600,world,thursday,0,11,10,9,362,2470.1162
579,world,thursday,0,1,6,9,300,2664.7615
3600,world,thursday,0,1,9,9,577,2781.7747
1500,business,thursday,1,0,4,12,127,4022.2424
871,tech,thursday,0,1,5,11,493,2836.4609
2200,tech,thursday,0,11,10,5,462,2886.9905
1200,tech,thursday,0,1,9,8,418,3218.9336
740,world,thursday,0,1,3,11,496,2881.0286
1900,world,thursday,0,0,9,15,145,2144.5679
5100,business,thursday,0,1,6,7,222,2604.9353
831,tech,thursday,0,13,6,12,860,2336.5234
1500,world,thursday,1,1,4,8,200,2798.7444
23100,world,thursday,10,0,9,12,478,3141.0322
1300,world,thursday,26,0,6,10,982,2688.825
783,world,thursday,11,0,5,9,294,3892.5847
4700,world,thursday,0,1,10,14,344,2830.2241
392,business,thursday,0,1,10,8,515,2686.8713
2400,socialmedia,thursday,0,1,9,9,995,3129.9631
2500,business,thursday,0,1,9,9,1027,2295.1841
1700,socialmedia,thursday,0,1,6,7,344,2532.0112
4200,socialmedia,thursday,0,11,6,9,658,2457.4604
7500,tech,thursday,0,1,7,8,370,2747.8674
3100,business,thursday,0,1,7,10,322,2182.5957
1000,tech,thursday,0,8,5,11,456,2143.3413
800,tech,thursday,0,8,7,9,546,2306.3328
708,tech,thursday,0,9,9,14,503,1932.0558
3300,tech,thursday,0,1,6,7,145,1833.4156
871,world,thursday,1,0,10,11,197,2499.3679
677,tech,thursday,0,1,7,16,163,1728.3032
24400,business,thursday,1,0,6,12,148,3981.0645
15700,entertainment,thursday,0,26,8,10,990,4180.3125
3500,world,thursday,0,0,8,8,72,3703.8647
871,business,thursday,0,1,9,5,543,3163.387
2600,entertainment,thursday,1,1,10,11,260,3455.5947
1300,socialmedia,thursday,0,1,9,11,1183,3534.125
2100,business,thursday,2,0,7,9,219,2997.3552
3800,entertainment,thursday,0,1,4,11,230,2823.7546
4000,world,thursday,0,1,8,9,174,6368.0225
918,world,thursday,6,0,9,11,776,2800.8499
6200,lifestyle,thursday,0,1,9,10,555,4130.1621
742,world,thursday,1,1,6,11,100,3409.7747
2300,world,thursday,0,1,6,10,246,2599.6624
950,socialmedia,thursday,0,39,4,12,2284,3113.0784
703,world,thursday,1,10,6,11,434,4072.9663
2200,business,thursday,0,1,6,11,241,2584.7998
1300,tech,thursday,1,0,7,7,308,2108.3474
1000,tech,thursday,0,1,8,9,471,2568.5088
12700,world,thursday,17,0,5,10,494,2981.8469
645,business,thursday,0,1,8,12,683,3546.9451
577,world,thursday,1,0,5,14,207,2004.5162
696,world,thursday,1,0,8,12,116,1710.3813
648,business,thursday,0,1,5,8,156,2491.3882
628,world,thursday,1,1,7,11,376,2338.1953
7300,business,thursday,0,1,8,12,2499,2707.7805
801,entertainment,thursday,1,0,7,11,139,4012.6089
834,world,thursday,0,25,5,8,376,3106.5654
881,business,thursday,0,1,5,11,314,3945.3337
953,tech,thursday,0,0,7,13,95,2564.7429
1500,tech,thursday,0,15,10,9,1651,2616.5859
2600,socialmedia,thursday,2,1,5,9,291,2302.4617
16200,entertainment,thursday,1,35,9,12,1083,3110.4001
1100,world,thursday,0,1,7,11,294,1856.4423
599,entertainment,thursday,1,0,7,6,143,2552.9016
1100,business,thursday,0,1,6,6,243,2736.0986
677,world,friday,1,0,6,7,437,3673.7461
12500,tech,friday,2,1,10,10,348,2100.5125
1200,lifestyle,friday,0,0,9,8,381,2946.626
50200,world,friday,1,0,7,12,151,2990.0488
963,socialmedia,friday,0,1,6,7,271,2045.8647
1600,tech,friday,0,12,9,12,502,2314.8945
1600,tech,friday,0,14,6,9,303,3070.6162
1800,business,friday,0,1,5,9,546,2241.9941
1100,business,friday,0,1,10,9,474,2764.7688
2400,business,friday,0,1,7,7,914,2663.134
584,business,friday,0,1,10,8,370,2646.8667
1300,tech,friday,0,1,8,9,443,3387.8689
6300,lifestyle,friday,0,1,7,8,935,2975.9519
7600,entertainment,friday,9,0,6,11,303,3982.688
1700,socialmedia,friday,0,10,8,9,443,3475.7251
2100,business,friday,0,1,8,10,246,3063.4326
681,tech,friday,0,0,8,13,108,2519.6316
4800,world,friday,0,1,6,8,211,4292.6519
1200,business,friday,0,1,10,6,197,2034.1118
913,business,friday,0,1,8,10,481,2113.7112
1200,tech,friday,0,1,5,8,272,3442.7361
22100,socialmedia,friday,2,1,10,7,304,1844.3254
3700,tech,friday,0,1,8,10,253,1963.1134
526,world,friday,0,1,5,12,695,2488.1765
999,world,friday,1,0,8,11,276,3731.2073
